"namespace","tripleCount"
"https://growgraph.dev/fca/appeal/fca--22-87--434","42"
"https://growgraph.dev/fca/appeal/fca--22-87--489","42"
"https://growgraph.dev/fca/appeal/fca--23-80--918","42"
"https://growgraph.dev/fca/appeal/fca--23-80--996","42"
"https://growgraph.dev/fca/appeal/fca--23-81--302","42"
"https://growgraph.dev/fca/appeal/fca--23-82--185","42"
"https://growgraph.dev/fca/appeal/fca--23-82--375","42"
"https://growgraph.dev/fca/appeal/fca--23-83--480","42"
"https://growgraph.dev/fca/appeal/fca--23-83--582","42"
"https://growgraph.dev/fca/appeal/fca--23-83--808","42"
"https://growgraph.dev/fca/appeal/fca--23-85--044","42"
"https://growgraph.dev/fca/appeal/fca--23-85--350","42"
"https://growgraph.dev/fca/appeal/fca--23-85--443","42"
"https://growgraph.dev/fca/appeal/fca--23-86--136","42"
"https://growgraph.dev/fca/appeal/fca--21-81--742","41"
"https://growgraph.dev/fca/appeal/fca--21-85--897","41"
"https://growgraph.dev/fca/appeal/fca--21-86--606","41"
"https://growgraph.dev/fca/appeal/fca--21-86--676","41"
"https://growgraph.dev/fca/appeal/fca--21-86--885","41"
"https://growgraph.dev/fca/appeal/fca--21-87--428","41"
"https://growgraph.dev/fca/appeal/fca--22-80--113","41"
"https://growgraph.dev/fca/appeal/fca--22-80--827","41"
"https://growgraph.dev/fca/appeal/fca--22-80--982","41"
"https://growgraph.dev/fca/appeal/fca--22-81--202","41"
"https://growgraph.dev/fca/appeal/fca--22-81--217","41"
"https://growgraph.dev/fca/appeal/fca--22-81--349","41"
"https://growgraph.dev/fca/appeal/fca--22-82--058","41"
"https://growgraph.dev/fca/appeal/fca--22-82--284","41"
"https://growgraph.dev/fca/appeal/fca--22-82--368","41"
"https://growgraph.dev/fca/appeal/fca--22-82--399","41"
"https://growgraph.dev/fca/appeal/fca--22-82--469","41"
"https://growgraph.dev/fca/appeal/fca--22-82--523","41"
"https://growgraph.dev/fca/appeal/fca--22-83--068","41"
"https://growgraph.dev/fca/appeal/fca--22-83--338","41"
"https://growgraph.dev/fca/appeal/fca--22-83--364","41"
"https://growgraph.dev/fca/appeal/fca--22-83--718","41"
"https://growgraph.dev/fca/appeal/fca--22-84--379","41"
"https://growgraph.dev/fca/appeal/fca--22-84--387","41"
"https://growgraph.dev/fca/appeal/fca--22-84--444","41"
"https://growgraph.dev/fca/appeal/fca--22-84--818","41"
"https://growgraph.dev/fca/appeal/fca--22-84--917","41"
"https://growgraph.dev/fca/appeal/fca--22-85--463","41"
"https://growgraph.dev/fca/appeal/fca--22-85--970","41"
"https://growgraph.dev/fca/appeal/fca--22-86--157","41"
"https://growgraph.dev/fca/appeal/fca--22-86--656","41"
"https://growgraph.dev/fca/appeal/fca--22-86--743","41"
"https://growgraph.dev/fca/appeal/fca--22-87--193","41"
"https://growgraph.dev/fca/appeal/fca--22-87--311","41"
"https://growgraph.dev/fca/appeal/fca--22-87--483","41"
"https://growgraph.dev/fca/appeal/fca--23-80--565","41"
"https://growgraph.dev/fca/appeal/fca--23-81--220","41"
"https://growgraph.dev/fca/appeal/fca--23-81--709","41"
"https://growgraph.dev/fca/appeal/fca--23-81--784","41"
"https://growgraph.dev/fca/appeal/fca--23-82--870","41"
"https://growgraph.dev/fca/appeal/fca--23-84--109","41"
"https://growgraph.dev/fca/appeal/fca--23-84--199","41"
"https://growgraph.dev/fca/appeal/fca--23-84--218","41"
"https://growgraph.dev/fca/appeal/fca--23-84--654","41"
"https://growgraph.dev/fca/appeal/fca--23-85--691","41"
"https://growgraph.dev/fca/appeal/fca--21-80--099","40"
"https://growgraph.dev/fca/appeal/fca--21-80--636","40"
"https://growgraph.dev/fca/appeal/fca--21-84--903","40"
"https://growgraph.dev/fca/appeal/fca--21-85--893","40"
"https://growgraph.dev/fca/appeal/fca--21-87--080","40"
"https://growgraph.dev/fca/appeal/fca--21-87--351","40"
"https://growgraph.dev/fca/appeal/fca--22-80--260","40"
"https://growgraph.dev/fca/appeal/fca--22-80--902","40"
"https://growgraph.dev/fca/appeal/fca--22-81--116","40"
"https://growgraph.dev/fca/appeal/fca--22-81--234","40"
"https://growgraph.dev/fca/appeal/fca--22-82--177","40"
"https://growgraph.dev/fca/appeal/fca--22-82--201","40"
"https://growgraph.dev/fca/appeal/fca--22-82--301","40"
"https://growgraph.dev/fca/appeal/fca--22-82--984","40"
"https://growgraph.dev/fca/appeal/fca--22-82--987","40"
"https://growgraph.dev/fca/appeal/fca--22-83--156","40"
"https://growgraph.dev/fca/appeal/fca--22-83--613","40"
"https://growgraph.dev/fca/appeal/fca--22-83--757","40"
"https://growgraph.dev/fca/appeal/fca--22-84--292","40"
"https://growgraph.dev/fca/appeal/fca--22-84--317","40"
"https://growgraph.dev/fca/appeal/fca--22-84--433","40"
"https://growgraph.dev/fca/appeal/fca--22-84--714","40"
"https://growgraph.dev/fca/appeal/fca--22-85--122","40"
"https://growgraph.dev/fca/appeal/fca--22-85--754","40"
"https://growgraph.dev/fca/appeal/fca--22-85--840","40"
"https://growgraph.dev/fca/appeal/fca--22-85--867","40"
"https://growgraph.dev/fca/appeal/fca--22-86--030","40"
"https://growgraph.dev/fca/appeal/fca--22-86--522","40"
"https://growgraph.dev/fca/appeal/fca--22-86--567","40"
"https://growgraph.dev/fca/appeal/fca--22-86--924","40"
"https://growgraph.dev/fca/appeal/fca--22-87--019","40"
"https://growgraph.dev/fca/appeal/fca--22-87--080","40"
"https://growgraph.dev/fca/appeal/fca--22-87--285","40"
"https://growgraph.dev/fca/appeal/fca--23-80--741","40"
"https://growgraph.dev/fca/appeal/fca--23-81--305","40"
"https://growgraph.dev/fca/appeal/fca--23-81--912","40"
"https://growgraph.dev/fca/appeal/fca--23-82--084","40"
"https://growgraph.dev/fca/appeal/fca--23-82--443","40"
"https://growgraph.dev/fca/appeal/fca--23-83--155","40"
"https://growgraph.dev/fca/appeal/fca--23-83--501","40"
"https://growgraph.dev/fca/appeal/fca--23-83--548","40"
"https://growgraph.dev/fca/appeal/fca--23-83--893","40"
"https://growgraph.dev/fca/appeal/fca--23-84--304","40"
"https://growgraph.dev/fca/appeal/fca--23-84--726","40"
"https://growgraph.dev/fca/appeal/fca--23-84--999","40"
"https://growgraph.dev/fca/appeal/fca--23-85--534","40"
"https://growgraph.dev/fca/appeal/fca--23-85--650","40"
"https://growgraph.dev/fca/appeal/fca--21-84--365","39"
"https://growgraph.dev/fca/appeal/fca--21-85--454","39"
"https://growgraph.dev/fca/appeal/fca--21-86--428","39"
"https://growgraph.dev/fca/appeal/fca--21-86--848","39"
"https://growgraph.dev/fca/appeal/fca--22-80--203","39"
